NEGATIVE	MY HOME BUTTON NEVER FUCKING WORKS ON MY IPHONE 4.  #shouldagotadroid	
NEGATIVE	Samsung releases Nexus Prime teaser: http://t.co/lEJj6Pfc leak iphone 5 wp7 mango windows 8 download ios 5 iphone 4S key note ipad _46	
POSITIVE	don't you just love it when you have your ipod on shuffle and it just JAMS!!!! makes the day pass alot faster :-)))))	
OBJECTIVE	Follow #trending topics on your #iPhone & #iPod Touch: http://t.co/rsWm49cE  'Fianna Fail'	
OBJECTIVE	@mechiepie lol! Thts tht new apple software.	
OBJECTIVE	Is anyone else having trouble getting their mentions on Twitter for iPhone?	
OBJECTIVE	Siri Tricks and Tips: Do More with the iPhone 4S Virtual Assistant - TIME http://t.co/WpQws3iW RT http://t.co/YKofqJgP	
OBJECTIVE	Do You Want This Smart Keyboard for iPhone? http://t.co/aloRPWuc	
POSITIVE	iPhone 5 to be Offered in Black & White, 16GB & 32GB Models http://t.co/VMrYE69P ios 5 jailbreak leak iphone 5 A6 proccessor os x _93	
OBJECTIVE	4&amp;quot; Red sponge Bottom Stylus Pen for Apple iPad iPhone iPod 2pcs http://t.co/JPAY46sT	
OBJECTIVE	iPhone 4S Reviews Roundup http://t.co/OU4yHhkt download windows 8 iphone 5 leak MIUI Android iphone 4S ios 5 cyanogen mod 7.1 os x _50	
OBJECTIVE	Blue Raindrops Design Smart Touch Shield Decal Sticker and Wallpaper for Apple iPod Touch 4th Generation with Sh... http://t.co/gnQVJhIi	
POSITIVE	@Nightwolf101 was thinking if i get enough money i might invest in a iphone	
NEGATIVE	Samsung reportedly beats Apple in smartphone shipments:      The Wall Street Journal is reporting that Samsung s... http://t.co/fVkAMEId	
POSITIVE	@nickwarkentien // Awesome!  Have a great time at home & if you need to tune in from the road NPO is always available on iPhone or iPad!	
POSITIVE	My IPod On Shuffle , I Can&#39;t Deal W| Buck And His Snoring	
OBJECTIVE	all the good songs are coming on on the iPod. :) good thing bc my phne is going bye bye. :(	
OBJECTIVE	Attain A State of Calm http://t.co/BMdKRKNH And Keep Calm and Carry Om On Your #Zazzle iPhone 4/4S Case	
NEGATIVE	RT @FiWoProblems: People mistake my iPhone 4s for the iPhone 4.	
OBJECTIVE	I've just received an achievement: Manager http://t.co/GldfCHAV #ipad #ipadgames	
OBJECTIVE	Digiters DVD to iPod Converter 3.6.6 (Shareware): Digiters DVD to iPod Converter - the easiest-to-use and fastes... http://t.co/pSGnC5uk	
OBJECTIVE	Put this song on my ipod last week, it's already reached 1,143 plays..	
NEGATIVE	5 reasons #Siri frustrates me on the #iPhone #4S http://t.co/ozXGko9T	
NEGATIVE	RT @FiWoProblems: People mistake my iPhone 4s for the iPhone 4.	
OBJECTIVE	Remembering Steve memorial pamphlets begin hitting eBay:  If you are more sentimental than a certain Apple emplo... http://t.co/DbKQof4M	
OBJECTIVE	@oliwiaxp I just found a picture of you on an iPad hah	
NEGATIVE	http://t.co/0czmsHCS a comic by @AdrianaGameOver about the potential dangers of I Phones #IPhone #Potato #app	
NEGATIVE	Something is wrong with my iPhone...no vm! (@ Apple Store w/ 2 others) http://t.co/mYEOp9i9	-80.83259583,35.15167023
OBJECTIVE	RT @pdparticle: Waiting in line with my friend Woz! #Apple   @ Apple Store http://t.co/xlufdTeG	
POSITIVE	RT @KatGraham: catching up on episodes of h8r on the cw app on my iphone	
OBJECTIVE	Will Apple's iCloud service crush 3G/4G networks? - iCloud and iMessage .. now work in the background and... http://t.co/4AO9Ava5	
OBJECTIVE	I've just received an achievement: Rentier http://t.co/UKHhFH0f #ipad #ipadgames	
OBJECTIVE	todays playlist was courtesy of meine herz, meine ipod in collaboration mit meine Liebe. xxx	
OBJECTIVE	RT @LIL_marko_KREAM Bro I jus bought a car a dog n a iPhone #MoneyGang ~ LMAO	
OBJECTIVE	The iPhone 4S Costs $0.49 More to Build than the iPhone 4 (IPhone):                                        The f... http://t.co/NM9mjdow	
OBJECTIVE	I won't give up until I've seen Ed sheerans video, it won't work on my iPod Dx	
NEGATIVE	so glad im such a klutz....MacBook be spazzing thanks to tea spillage #fml	
OBJECTIVE	@ijustine #askij what's your guilty pleasure song on your iPod(s)?	
OBJECTIVE	I hate when people try to talk to me when I'm listening to my iPod, obviously I can't hear you dumbass #commonsense	
OBJECTIVE	Think I'll update my iPod today	
POSITIVE	@TVMcGee check out thethingssirisays.com we have a ton of entertaining posts!	
OBJECTIVE	On our way to pick up @kingisafink for @FlywayFilmFest. Barry Manilow & Bette Midler-packed iPod at the ready. #Flyway11	
OBJECTIVE	RT @Andre_btz: Jaja...RT @c15g2002: Next Iphone was the Jobs's last project http://t.co/jXdTKHYd en verdad en #APPLE son unos tigres man ...	
OBJECTIVE	Glittery Red Pattern Plastic Case Cover for iPhone 4 4G http://t.co/1rya0Pij	
OBJECTIVE	I'm watching We Found Love (Official Video) by Rihanna on @VEVO for iPad. http://t.co/soOfMIUs	
OBJECTIVE	My roommate @Shyaporn just got an iphone. He's so cute. http://t.co/jZFDHRVj	
POSITIVE	@znos20 Well, true.  I think apple will do well in general, just not sure if the investors will think it's enough or not.	
NEGATIVE	Switching phone 2 off... iPhone update = #mandown	
OBJECTIVE	I reached 2 level on My Clinic for iPad. http://t.co/Ih6kG9Aq #ipad #ipadgames	
NEGATIVE	RT @iFuckSOCCERmoms: damn Apple took Steve Jobs off the home page	
OBJECTIVE	Sooo over slept becuz my phone died this morning RIP pinky u have fought the good fight!!! iPhone #hereIcome!!!!	
OBJECTIVE	I recently lost 1 follower.  About to unfollow them, thanks to  @LazyUnfollow, this free IPhone app at http://t.co/sBcdQlu8	
NEGATIVE	Exactly why I MUST change to the white. RT @FiWoProblems People mistake my iPhone 4s for the iPhone 4.	
NEGATIVE	@waku_waku AT&T Makes Up iPhone Sales Slide With Android Phones http://t.co/OY8HK6ww	
POSITIVE	"RT @EricTopol: ""Where can I find an emergency room?""  Nice Siri iPhone 4S use towards a real personal health assistant http://t.co/UPtA5xqo"	
OBJECTIVE	@Andy_Denis no I was gonna put it in my comp to put it on my ipod	
OBJECTIVE	Apple iPhone 4S visits another chop shop, $188 Bill of Materials estimated http://t.co/K8xxxqna	
OBJECTIVE	Not so sure it was a good idea to download the #addictinggames app for my iPhone...	
OBJECTIVE	@_youkaikun eh? wait. you still have your iphone or dah jual? :o	
NEGATIVE	AT&T Makes Up iPhone Sales Slide With Android Phones:    AT&T sold 4.8 million smartphones in Q3 2010, almost ha... http://t.co/jiStLplM	
NEGATIVE	AT&T Makes Up iPhone Sales Slide With Android Phones:    AT&T sold 4.8 million smartphones in Q3 2010, almost ha... http://t.co/68J6eTwG	
POSITIVE	"My new 15"" MacBook Pro has shipped!! #cantwait"	
NEGATIVE	RT@anwar115 AT&T Makes Up iPhone Sales Slide With Android Phones http://t.co/DDu67mn1 via @reelSeo	
OBJECTIVE	Car Auto Suction Cup Plastic Holder Black for iPad 2 2G http://t.co/NCZ2oCMR	
OBJECTIVE	Don't be mad u can't see It haha  RT @OceanGangBxtch: @SHUTUP_n_LICK wat? I can't see them wackass iphone emojis	
OBJECTIVE	Thinking of getting a tablet..the blackberry one. Any advice? Have MacBook,iPhone and IMac now,ipad would link in well with them....	
OBJECTIVE	"Skinit Protective Skin Fits Ipad (Drexel University ""Du""): Skins are a vinyl product that generally fits most de... http://t.co/kTLICkuO"	
OBJECTIVE	I've just received an achievement: Casinos fan http://t.co/n9TRMjcN #ipad #ipadgames	
NEGATIVE	AT&T Makes Up iPhone Sales Slide With Android Phones http://t.co/lyOCapPS	
OBJECTIVE	siri, she has feelings. #apple #siri http://t.co/PK7WidQr	
POSITIVE	Can't believe I left my ipod in the house :( am such a div lol	
OBJECTIVE	Why does Twitter for iPhone take the piss to refresh ugh.	
POSITIVE	@picassoFrame I wish u had a iPhone so I can send you this emoji picture lol.....	
OBJECTIVE	The Week in iOS Accessories: Buds in the hood: You connect your iPhone or iPod touch to the headphones via a plu... http://t.co/ibmc8fXU	
OBJECTIVE	#Newest #iPhone #games: Defense Ultimate - Idea House, Inc. http://t.co/hguNvMOq	
POSITIVE	raa i wanna iphone:(	
OBJECTIVE	#ipod #mini Find discount Ipod Mini Accessories and Free Shipping at http://t.co/F8bRjmVW	
OBJECTIVE	She sending pictures to my #iPhone then I gotta clear em cause my gurl be checkin my phooone	
OBJECTIVE	I'm currently listening to What I Mean by Lil B on my iPod touch.	
NEGATIVE	RT @TupacShakir_: I swear the tm 103 nd the iPhone 5 has the biggest procrastination to release	
OBJECTIVE	@JLSOfficial  mwah! only thing i have on my iphone atm #teachmehowtodance	
OBJECTIVE	@Bethdude_182 just sorting my ipod out	
NEGATIVE	Hey, Apple, I paid for Next Day Shipping. I was under the impression that next day meant the next day.	
NEGATIVE	@OrangeYYC As an #Apple lover, underwhelmed with the 4S but wow #Google and @samsung came out with a great phone in the #Nexus with #ICS!	
OBJECTIVE	just realised I've lasted a whole week with no iPhone. Sad as it sounds it's a life changing experience. Try it!	
OBJECTIVE	Check out the new Mobile Talking Browser for iPhone & Android  iPhone App http://t.co/rXXQhljW  Android App http://t.co/koYpDUX1	
OBJECTIVE	Today is the first time in a really long time I listened to my iPod.	
POSITIVE	@presstheKYUset I-POD TOUCH O.O &lt;3	
POSITIVE	Siri: iPhone's new personal health assistant? http://t.co/Q13LrNhJ #mhealth #hcmktg	
OBJECTIVE	Yellow Butterfly Black Faux Suede Pouch Case for iPhone 4 4G http://t.co/iwdkIdYS	
OBJECTIVE	New Trent iDual-Port Pack IMP50D 5000mAh External Battery Pack and Charger for iPad2, iPad, iPhone 4G, 3Gs 3G (A... http://t.co/N5sUJkMX	
OBJECTIVE	@1Dcrazee well to be fair, I die every time I see them :L and I've got 85 pictures of them in my ipod :P xx	
OBJECTIVE	iPhone 4S costs $188 to build, study finds - CNET http://t.co/gAFYpXNt	
OBJECTIVE	@mashable thanks for the link on the iPhone 4 v iPhone 4s...in the market now, and I think getting the iPhone 4 financially is better 8GB	
OBJECTIVE	3 Pack of Premium Crystal Clear Screen Protectors for Apple iPad http://t.co/4VOJG0nJ	
OBJECTIVE	3 Pack of Premium Crystal Clear Screen Protectors for Apple iPad http://t.co/4VOJG0nJ	
POSITIVE	Apple Celebrates Steve Jobs at Memorial | @scoopit http://t.co/nevHOFlf	
POSITIVE	RT @Diesel_Belle: Looking at my phone thinking, why can't you be an iPhone!?	
OBJECTIVE	Come get me! *serious face* RT @FlyAsAMuthaFuka: ...might have to swing by the Apple store in Gtown for lunch.	
NEGATIVE	9 a.m. deadline and Apple Mail decides to crash.	
OBJECTIVE	I reached 39 level on My Clinic for iPad. http://t.co/JVH65MWO #ipad #ipadgames	
NEGATIVE	Thank you Apple for deleting ALLLL my apps I paid for, I appreciate it. But #iOS5 is da shittt.	-89.17485041,30.3459098
OBJECTIVE	lol RT @SHADAINICOLE: Keon if you start using them annoying ass iPhone faces i'm hitting that unfollow button!	
NEGATIVE	AT&T's Quarter: Great, Except No New iPhone http://t.co/VDjdx9nd	
OBJECTIVE	Our Pad iPad App, Provides Access To Multiple Facebook, Gmail And Twitter Accounts http://t.co/OuBg1sGJ	
OBJECTIVE	Red Sequin Hard Plastic Back Case Protector for Apple iPad 2 http://t.co/6HYE3zMS	
OBJECTIVE	#sem Will Apple's Siri Change the Voice of Local Search? - By tying voice commands to proximity and a robust busines... http://t.co/tSdegU9x	
OBJECTIVE	AT&T Activates 1 Million iPhone 4S Smartphones http://t.co/sBM6cCmV	
OBJECTIVE	Hiring an iPhone Software Developer in Phoenix, AZ http://t.co/b7uSByl1 #job	
POSITIVE	@DarthRaider81 @abidiar I'd take it a level above that and give Apple credit for revolutionizing the Smartphone industry	
NEGATIVE	I also have been looking for a HK ipad case.. the one I like is 88 dollars...yyea.... nope	
OBJECTIVE	"RT @zerohedge: RT @Stock_Bitch: MT: @AliBunkallSKY: Steve Wozniak would rejoin Apple ""if they wanted me...I'd have to really feel I coul ..."	
OBJECTIVE	Siri voice command system ported from iPhone 4S to iPhone 4 (video): http://t.co/V1Jk6ogl MIUI Android ice cream ios 5 jailbreak _95	
OBJECTIVE	20 Creative Ways To Use An Apple iPad http://t.co/U2ep1PsV via @jeffbullas	
OBJECTIVE	Anyone else thinking Galaxy Nexus or iPhone 4S ?	
OBJECTIVE	@ItsYaGirlMillz ohhh.... Well, check on ur iPhone silly	
OBJECTIVE	iPhone 4S: Notifications, Location Services, the bane of good battery life: New owners are already discovering t... http://t.co/eWJKYPRa	
OBJECTIVE	RT @_UKConstruction: ok here it is again, what you have the chance of winning! an iPad 2! 16gb! now do you want a smart case to go...	
OBJECTIVE	Anybody with the iPhone get this text message?  http://t.co/1ZxHgU4J	
NEGATIVE	It's raining badly. If only i hav iphone 4s....	
NEGATIVE	AT&T have NO iPhone	
OBJECTIVE	: LOL just got 2 of the new Apple iphones 4S, FREE!  promo http://t.co/whkcQDD0 http://t.co/whkcQDD0	
POSITIVE	RT @krucker11: whole #Crew got iphone besides @showtimee15	
POSITIVE	This Apple Turnover is on beat.	
OBJECTIVE	Samsung rumored to have sold more smartphones in Q3 than Apple http://t.co/IAH0bvUh	
OBJECTIVE	RT @Jailbreak_Hacks: Siri will Come to All iOS 5 Devices - No need for iPhone 4S Jailbreak - http://t.co/ZPuOPoBg -   #Siri	
OBJECTIVE	@pay4lei does this work on the iPad? @Zinio	
OBJECTIVE	@cwatt08 @opoll21 Damn straight. I've been craving Apple Pie for a month now.	
POSITIVE	Daddy finna get the iPhone I want it .. I told him we're trading !	
NEGATIVE	Ew fireflies just came on my iPod hahaha	
POSITIVE	I'm kinda leaning on getting dat iPhone I still don't kno lol	
OBJECTIVE	Samsung Reportedly Dethrones Apple as Top Smartphone Vendor in Q3 2011 http://t.co/5ciqS1HW	
NEGATIVE	Might cop an iPad tmrw idk tho not an apple fan	
OBJECTIVE	iPhone 4S vs. Samsung Galaxy S II drop test. [VIDEO] http://t.co/0TPTBshR	
OBJECTIVE	how do download ringtones on the iphone?!?	
OBJECTIVE	Price Drop: Occupy Wall Street ULTD (Games): Occupy Wall Street ULTD 1.0 Device: iOS iPhone Category: Games Price:... http://t.co/cbPQ9BMt	
OBJECTIVE	Hey guys, check this out! This site needs testers for the new iPhone 5: http://t.co/tzsG9apP	
POSITIVE	@RiceWeezy the new app is fye. I hope it takes off. It's a lot more fun and a lot easier to sell. iPad role plays comin soon.	
OBJECTIVE	Apple iBook G4 (1.42 GHz 12-inch) 1GB Memory Ram Upgrade (A-Tech Brand): 1GB DDR-333 (PC2700) SO-DIMM for Apple ... http://t.co/GL3UDQHr	
OBJECTIVE	People talking bout Paranormal Activity like its the new Iphone or some shit lol relax its a movie	
OBJECTIVE	Android mobes sneak into enterprise pockets http://t.co/lDe1EodQ #ipad	
OBJECTIVE	Find out Best way to #Backup #iPhone http://t.co/3mNpnzMY	
NEGATIVE	RT @TeamCoco: We asked our new iPhone 4S assistant what the weather was like today, and it asked us where it could find John Connor #UhOh	
OBJECTIVE	Truth this is no iphone killer that's like when ol boy tried to clone iron man it had everybody (cont) http://t.co/r0z0FvUq	
OBJECTIVE	Apple #Ipad 2 32GB Wi-Fi & 3G Verizon Black - MC763LL/A http://t.co/p8G6W4Nv #apple  #USA #mac	
POSITIVE	@haupt I'm sporing an iPhone 4 (no 's'), thank you very much.	
OBJECTIVE	Thoughts on iPhone 4S after Several Days http://t.co/3CMbkAlZ	
OBJECTIVE	Does apple picking count as my weekend workout? I'll climb all the trees in the world if it means I don't have to hit the gym. #toolazy #FRP	
OBJECTIVE	#philippines Is the Apple iPhone 4S Camera the Digital Camera to Rule Them All? (GALLERY): iPh... http://t.co/r3ve2U1T #socialmedia #seo	
OBJECTIVE	@JoltiWolfe I have an iPhone with iOS 5. Does that count?	
OBJECTIVE	^SM Is the Apple iPhone 4S Camera the Digital Camera to Rule Them All? (GALLERY): iPhone 4 Pumpkin Phot... http://t.co/oOQNovgk #MashPst	
OBJECTIVE	RT @undercoverjosh: Okay I'm gonna go eat an apple and then do 100 sit ups. Bye.	
OBJECTIVE	RT @daytrotter: Trotters make sure to check out our app for Iphone and Android.  Do it to it!	
OBJECTIVE	Windows Phone 7.5 Mango update begins rolling out: http://t.co/Ne7Q6wWk WP7 ios 5 A5 processor iphone 5 facebook integrate ipad 3 _60	
OBJECTIVE	RT @PatentlyApple: Apple Considers a Shift to Highly Advanced Fuel Cell Plates for Portables http://t.co/hG48dzwa http://t.co/Tmdg3x3i	
POSITIVE	i Want That New iPhone !	
POSITIVE	i Like this iPhone shit	
OBJECTIVE	Skinit Protective Skin for iPod Nano 5G (Skull and Crossbones - Pink): Skins are a vinyl product that generally ... http://t.co/cVDmq7Yh	
OBJECTIVE	Facebook Messenger: Updates For BlackBerry, IPhone, Android http://t.co/bQLfXtov	
OBJECTIVE	Add me on LiveProfile my PIN is LPKRY89I LiveProfile is a free messenger for Android iPhone and BlackBerry. Get it from http://t.co/Cjj6xlGX	
NEGATIVE	As if my #ipod is dead	
POSITIVE	@ohheykassx stop getting a crackberry & get a Droid or iPhone!	
OBJECTIVE	Samsung smartphone sales beat Apple in Q3 tip insiders (cellphonenews) http://t.co/ZnVYMmzL	
OBJECTIVE	RT @MacRumors: AT&T Announces One Million iPhone 4S Activations as iPhone http://t.co/eVp6CE2h	
POSITIVE	This is the stuff that fascinates me! It's a digital analog clock watch ipod thingy :) http://t.co/azXmBjdE	
OBJECTIVE	ASUS' Zenbook UX21 matches Apple MBA in battery life while running Windows 7:... http://t.co/2zqlGvLs	
OBJECTIVE	@_bcouch #ipad rumors http://t.co/Zs7pA1ef T1Niptv	
OBJECTIVE	@carl_noller  crack on chef ha ha black pudding caramelised apple and foie gras	
OBJECTIVE	Its the best thing since sliced bread tho... Lol RT @mekel05 Y'all & that iPhone....#DontDoIt	
POSITIVE	Sweet! RT @ciaafonja: @stevewoz just made me fall in love with Apple finally.... And now Fusion--IO really faster IO...	
OBJECTIVE	You should be on your way to apple RT @Qute_Gawjus_Gal: Fa Me To Drop My Phone And It Crack I Can't Deal	
OBJECTIVE	@Jusmine984 Transfer songs to and from iPod no need in iTunes syncing. :) http://t.co/gvaixMIr	
OBJECTIVE	Apple Butternut Squash Soup - Stonyfield Farm http://t.co/VLOhRrXU	
OBJECTIVE	Rain Designs iLap Review MacBook Laptop Stand: Subscribe if you will Visit http://t.co/Whc4f2FJ to purchase this ... http://t.co/3uUkbXJR	
OBJECTIVE	RT @Urgo: Samsung takes smartphone crown in Q3 as shipments top Apple, Nokia http://t.co/HGPEj6hD	
OBJECTIVE	Black Silicone Necklace Design Guard Case for iPod Nano 6 6G http://t.co/QO2E9l0y	
NEGATIVE	not used to typing on this iphone..	
POSITIVE	Having my iPad in school saves my phone batteries life all that's killing it now is bbm and txting lol	
POSITIVE	Omg I just put a light alert for when I get a notification on my iPhone, so cool	
OBJECTIVE	RT @cmar: Check this video out -- A Duet With Siri (iPhone 4s Song) http://t.co/0XzjdrdM via @youtube	
OBJECTIVE	Orange White Textured Antislip Plastic Back Case for iPhone 4 4G http://t.co/05RKGLFt	
OBJECTIVE	The iPhone 4S Only Costs 49 Cents More To Make Than The iPhone 4 http://t.co/R85bkRf7	
NEGATIVE	My mentions aren't working. I'm starting to hate tweetcaster what's a better twitter app for iPhone that lets u twitlonger?	
OBJECTIVE	How Apple has transformed automotive electronics: when Apple CEO Steve Jobs introduced the iPod in 2001, he knew... http://t.co/61KBbWSc	
NEGATIVE	Apple jacks on time	
OBJECTIVE	Is the Apple iPhone 4S Camera the Digital Camera to Rule Them All? (GALLERY): When I sat down with Ap... http://t.co/7kmhC3Vw : Mashable	
OBJECTIVE	Who got an iphone they tryna sell?	
POSITIVE	@Alexiackelly im on the phone with apple. #myfavorite then i'm going to get a new phone! =) i'll textt you when i get off	
OBJECTIVE	Add me on LiveProfile my PIN is LPLBDDHX LiveProfile is a free messenger for Android iPhone and BlackBerry. Get it from http://t.co/hqnkIWao	
OBJECTIVE	Magellan RoadMate App for the iPhone Adds a Host of Additional Safety Features ... - MarketWatch (press release)	
OBJECTIVE	Is the Apple iPhone 4S Camera the Digital Camera to Rule Them All? - Mashable: The Chosun IlboIs the Apple iPhon... http://t.co/vhnrjkqN	
OBJECTIVE	Apple iPhone 4S Vs. the iPhone 4: Should You Upgrade? http://t.co/7swFs7o6	
NEGATIVE	#BLOG The Most Common Complaints About the iPhone 4S (BLOG)	
OBJECTIVE	@redhoneylips Get an iPad 2 with participation, very easy to win.. click here http://t.co/5IaGedKp	
POSITIVE	Just downloaded cooking mama on iphone :) going to download gardening mama	
NEGATIVE	Why does my iPhone battery blow goats?!	
OBJECTIVE	How To Download Music To Ipad 2?: Plug it into your computer, transfer it using itunes. Or, just buy music direc... http://t.co/AdLgMpWL	
OBJECTIVE	RT @Techland: Check out how much it costs to build an iPhone 4S | http://t.co/KhQ0LA8i	
OBJECTIVE	Facebook Messenger: Updates For BlackBerry, IPhone And Android: Now that the BlackBerry network has recovered fr... http://t.co/29UWUKcI	
NEGATIVE	I should of charged my ipod :( #imreallyboredinespanol	
OBJECTIVE	Kitten Media: Autocowrecks Apple Gift Card Contest:  CLICK HERE to enter the contest. CLICK HERE ... http://t.co/ri5kJ1Bj #kittens #cats	
OBJECTIVE	@16Maarten how much do you think i should sell my iPhone for then?	
OBJECTIVE	Apple Releases Major Update and Free Trial for Final Cut Pro X ...	
POSITIVE	@criolloloco Ahhh...I don't think I could afford an iPhone right now. I need the next best thing lol	
POSITIVE	Got it too, thanks! RT @braddlee Took a bit, but caught the joke wtih Snow White and the Apple logo on @zephoria's MacBook #EDU11	
POSITIVE	Loving the iPhone cases from @ErinCondren. Don't you? http://t.co/Atr1LzNJ	
NEGATIVE	Update: Teardown of 'New' iPod Touch Reveals Few Changes, If Any:  With the addition of white models... http://t.co/c3pGhwXP #HarrisApps	
OBJECTIVE	@iLuvCryssy ok did you get the iPhone	
OBJECTIVE	Is the Apple iPhone 4S Camera the Digital Camera to Rule Them All? (GALLERY): iPhone 4 Pumpkin Photo       This ... http://t.co/6Ay9BveD	
NEGATIVE	@sammy_du I listened to it on my iPhone soundcloud! So there's no dl option on the app. Are people having trouble?	
NEGATIVE	RT @TuxToaster: I had a white iPhone 10 years before Apple even had a black one: http://t.co/85KJcu6o #TUAW	
OBJECTIVE	Is the Apple iPhone 4S Camera the Digital Camera to Rule Them All? (GALLERY) http://t.co/3kdAGMqn @mashable	
POSITIVE	I reached the rank of 'Professional' in 'Enlightened Flights' on My Clinic for iPad. http://t.co/0DSGOdYI #ipad #ipadgames	
NEGATIVE	Dead phone &gt;&gt; dead ipod	
OBJECTIVE	also brought the tree pattern i created for the iPad 1 wrap to the iPad 2. check it out @shapeways http://t.co/5NypHOsr	
POSITIVE	@unloadvixen oh yea and @Harry_PotR is joining team iphone in hopes that his new phone may ___ his ____  Lol.., ask him!	
POSITIVE	Now I'm playing with iPad 2 (white) ... #alluring	
POSITIVE	just finished a runtastic run of 5.3 km in 34:30 minutes with #runtastic #iPhone App - take a look at http://t.co/kh29UonG	
POSITIVE	iPhone's must b like drugs	
OBJECTIVE	RT Is the Apple iPhone 4S Camera the Digital Camera to Rule Them All? (GALLERY): iPhone 4 Pumpkin Photo... http://t.co/HH8Wsnxw #wookala	
OBJECTIVE	apple loan forgiveness program http://t.co/lOK4rQsP	
OBJECTIVE	RT @iphonesia: Stabilise your iPhone 4 Videos with Luma http://t.co/kaiOg2A1	
OBJECTIVE	Belkin Silicone Vector Sleeve Case for iPod touch 2G, 3G (Purple):   Belkin Silicone Vector Sleeve Case for iPod... http://t.co/dKOxzCm8	
POSITIVE	I don't do flip I gotta iPhone n she love me cus I got my own #bad	
OBJECTIVE	Making fried apple pies! Mmm!	
OBJECTIVE	Apple iPhone 4S Vs. the iPhone 4: Should You Upgrade? http://t.co/KaSrsccA	
OBJECTIVE	Iphone of HTC desire Z?	
NEGATIVE	@Diana_Knight Yes I lost most of my apps and all my music from my iPhone. Luckily I had them on another computer too.	
OBJECTIVE	&gt; GSI Super Quality Universal In-Car USB To Cigarette Lighter Port Rapid 2100mAh Charger Adapter - For Apple iPad, iPod, iPhone, Cell Phone	
OBJECTIVE	"RT @GlRLTHINGS: It's cute when you want to delete an application on your iPhone/iPod touch, they all begin to shake: ""nooooooo not me"""	
NEGATIVE	Why Invest in a Vehicle iPod Dock? http://t.co/VhP8dVnO	
OBJECTIVE	RT @Benetton_UCB: Download the United Colors of Benetton App to your iPhone!  Read more: http://t.co/8h6JbeMa http://t.co/MJVbd8G7	
OBJECTIVE	@A_DISCISCIO come to the iPhone side	
OBJECTIVE	Apple b4 you drink too! HahaRT @nenobrownjr I'm eating a Apple before the gym like @Money_Moon_6	
POSITIVE	Just got my iPhone :)	-75.30268123,43.09888548
OBJECTIVE	RT @BestiWallpapers Check out Hannah Montana 1 #iphone wallpaper at http://t.co/leKYhLIH	
OBJECTIVE	Caution: iOS 5, iCloud and the iPhone 4S in the enterprise  #yahoo #mail http://t.co/Q24t22PN	
NEGATIVE	Still crying about losing my ipod	
NEGATIVE	I bet Gaddafi regrets allowing his iPhone to use his current location.	
POSITIVE	@Fara_A yay, you'll be team #iPhone soon :)	
OBJECTIVE	Dammm I didn't kno they took pic on my iPod	
POSITIVE	Updated my iPhone to the 5&& I fucking love it!!!!	
NEGATIVE	RT @ZDNet: Dear Apple: Please fix our MacBook WiFi issues. Love, MacBook users http://t.co/lY8Ro9wY	
NEGATIVE	RT @ioannasays: I buy an iPad and Steve Jobs dies... I order the new Blackberry 9900 and BBM dies... Maybe I should buy a Justin Bieber CD!!	
NEGATIVE	Fully dressed laying in bed all cus Eve ate that apple ...ugh	
OBJECTIVE	Win a iPod Shuffle! Check out Beep Me for iOS and reTweet for a entry from @iGiveaway http://t.co/d6eh9p0y	
OBJECTIVE	Eating an apple in the library. Not a good idea. #ifeellikeeveryonecanhearmechewing	
OBJECTIVE	RT @hotapple: AT&T: iPhone 3GS sees sellouts, more new subs than rivals: AT&T is seeing an unprecedented uptake of the iPhone ... http:/ ...	
OBJECTIVE	Frd asked for a cake recipe that I made 8 mths back, I didn't even remember I made something called Apple cake.  #alzheimersymptoms  :(	
OBJECTIVE	Nell Minow on Apple, HP, and What Enables Bad Boards http://t.co/kme4GwGI #etf	
OBJECTIVE	What a Resurgence in Digital Music Means for Amazon, Apple and Google: During the same period in 2010, sales gre... http://t.co/EWipWbDS	
OBJECTIVE	Social Butterfly Network AFFORDABLE Phoenix Social Media How the iPhone 4s stacks up with Android &gt;&gt; http://t.co/PKgz2G89	
OBJECTIVE	@Topshelfsneaker when u take pic of stuff it will upload it right to other devices like ur iPad lol.	
OBJECTIVE	Dark Red Faux Leather Magnetic Flap Holder Case for iPhone 4 4G http://t.co/BEGlLfHg	
OBJECTIVE	watching LooneyTunes, eating powder donuts, with some Apple Juice.	
POSITIVE	@UnsceneMedia Love it! So this is getting tattooed on your iPhone when? ;P	
NEGATIVE	@HiTSTiK_McGee mine aint coming up on my ipod eitherr .	
OBJECTIVE	It's Thirsty Thursday cupcake style! Stay tuned for mini Apple cider cupcakes for the Crawford Farms Fall Festival this weekend!	
OBJECTIVE	Android Deals vs iPhone 4 Deals - Brisbane Times	
NEGATIVE	@deviantART Since iOS 5 I've been unable to submit text deviations from my iPod, will there be any mobile web or app support for this pwees?	
OBJECTIVE	"RT @scottbelsky: UK friends: I hear ""Making Ideas Happen"" is featured on Apple's iBook Store today in UK. Could it be!?"	
POSITIVE	Apple Iphone 4 32gb Unlocked in excellent condition (San Gabriel and El Monte (626)) $530 http://t.co/mS1njkcx	
OBJECTIVE	RT @BYNEVENTOS: Moog have released their first professional synthesizer for the iPad http://t.co/Dc0EZQFT	
POSITIVE	I think I'm gettin ready to upgrade to this iPhone 4s and see what it's talkin about..	
